iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KOR,Asia,South Korea,2021-01-01,62593,824,955.857,942,25,21.286,1220.013,16.061,18.631,18.361,0.487,0.415,0.88,,,,,,,,,48849,4092391,79.766,0.952,44260,0.863,0.0216,46.3,people tested,,,,,,,,,,,,,,66.2,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-02,63244,651,910.286,962,20,22,1232.702,12.689,17.743,18.751,0.39,0.429,0.88,,,,,,,,,31021,4123412,80.37,0.605,44430,0.866,0.0205,48.8,people tested,,,,,,,,,,,,,,67.59,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-03,64264,1020,940.571,981,19,23.143,1252.583,19.881,18.333,19.121,0.37,0.451,0.96,,,,,,,,,30954,4154366,80.974,0.603,44990,0.877,0.0209,47.8,people tested,,,,,,,,,,,,,,67.59,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,171.8,0.06,-1.55,3.348589491
KOR,Asia,South Korea,2021-01-04,64979,715,893.429,1007,26,21.143,1266.519,13.936,17.414,19.628,0.507,0.412,0.9,,,,,,,,,31510,4185876,81.588,0.614,45350,0.884,0.0197,50.8,people tested,,,,,,,,,,,,,,67.59,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-05,65818,839,863.571,1027,20,21.143,1282.872,16.353,16.832,20.017,0.39,0.412,0.86,,,,,,,,,59734,4245610,82.752,1.164,45484,0.887,0.019,52.7,people tested,,,,,,,,,,,,,,67.59,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-06,66686,868,849.429,1046,19,20.857,1299.791,16.918,16.556,20.388,0.37,0.407,0.83,,,,,,,,,67176,4312786,84.061,1.309,46434,0.905,0.0183,54.7,people tested,,,,,,,,,,,,,,67.59,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-07,67358,672,798.429,1081,35,23.429,1312.889,13.098,15.562,21.07,0.682,0.457,0.78,,,,,,,,,65261,4378047,85.333,1.272,47786,0.931,0.0167,59.9,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-08,67999,641,772.286,1100,19,22.571,1325.383,12.494,15.053,21.44,0.37,0.44,0.76,,,,,,,,,61505,4439552,86.532,1.199,49594,0.967,0.0156,64.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-09,68664,665,774.286,1125,25,23.286,1338.344,12.962,15.092,21.928,0.487,0.454,0.77,,,,,,,,,64141,4503693,87.782,1.25,54326,1.059,0.0143,70.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-10,69114,450,692.857,1140,15,22.714,1347.115,8.771,13.505,22.22,0.292,0.443,0.75,,,,,,,,,28317,4532010,88.334,0.552,53949,1.052,0.0128,77.9,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-39.8,-0.01,-3.3,-0.775750068
KOR,Asia,South Korea,2021-01-11,69651,537,667.429,1165,25,22.571,1357.582,10.467,13.009,22.707,0.487,0.44,0.75,,,,,,,,,29912,4561922,88.917,0.583,53721,1.047,0.0124,80.5,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-12,70212,561,627.714,1185,20,22.571,1368.517,10.935,12.235,23.097,0.39,0.44,0.72,,,,,,,,,65393,4627315,90.192,1.275,54529,1.063,0.0115,86.9,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-13,70728,516,577.429,1195,10,21.286,1378.574,10.057,11.255,23.292,0.195,0.415,0.71,,,,,,,,,62083,4689398,91.402,1.21,53802,1.049,0.0107,93.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-14,71241,513,554.714,1217,22,19.429,1388.573,9.999,10.812,23.721,0.429,0.379,0.74,,,,,,,,,66219,4755617,92.693,1.291,53939,1.051,0.0103,97.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-15,71820,579,545.857,1236,19,19.429,1399.859,11.285,10.639,24.091,0.37,0.379,0.78,,,,,,,,,60135,4815752,93.865,1.172,53743,1.048,0.0102,98.5,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-16,72340,520,525.143,1249,13,17.714,1409.994,10.135,10.236,24.345,0.253,0.345,0.79,,,,,,,,,60879,4876631,95.051,1.187,53277,1.038,0.0099,101.5,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-17,72729,389,516.429,1264,15,17.714,1417.576,7.582,10.066,24.637,0.292,0.345,0.76,,,,,,,,,25274,4901905,95.544,0.493,52842,1.03,0.0098,102.3,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-176,-0.05,-2.11,-3.430452564
KOR,Asia,South Korea,2021-01-18,73115,386,494.857,1283,19,16.857,1425.1,7.524,9.645,25.007,0.37,0.329,0.73,,,,,,,,,27280,4929185,96.076,0.532,52466,1.023,0.0094,106,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-19,73518,403,472.286,1300,17,16.429,1432.955,7.855,9.205,25.339,0.331,0.32,0.69,,,,,,,,,56796,4985981,97.183,1.107,51238,0.999,0.0092,108.5,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-20,73918,400,455.714,1316,16,17.286,1440.751,7.796,8.882,25.65,0.312,0.337,0.69,,,,,,,,,58007,5043988,98.313,1.131,50656,0.987,0.009,111.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-21,74262,344,431.571,1328,12,15.857,1447.456,6.705,8.412,25.884,0.234,0.309,0.72,,,,,,,,,52550,5096538,99.338,1.024,48703,0.949,0.0089,112.9,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-22,74692,430,410.286,1337,9,14.429,1455.837,8.381,7.997,26.06,0.175,0.281,0.8,,,,,,,,,52554,5149092,100.362,1.024,47620,0.928,0.0086,116.1,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-23,75084,392,392,1349,12,14.286,1463.478,7.641,7.641,26.294,0.234,0.278,0.87,,,,,,,,,43986,5193078,101.219,0.857,45207,0.881,0.0087,115.3,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-24,75521,437,398.857,1360,11,13.714,1471.996,8.518,7.774,26.508,0.214,0.267,0.94,,,,,,,,,25506,5218584,101.717,0.497,45240,0.882,0.0088,113.4,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-410,-0.12,-3.65,-7.991395178
KOR,Asia,South Korea,2021-01-25,75875,354,394.286,1371,11,12.571,1478.895,6.9,7.685,26.722,0.214,0.245,0.94,,,,,,,,,22953,5241537,102.164,0.447,44622,0.87,0.0088,113.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-26,76429,554,415.857,1378,7,11.143,1489.694,10.798,8.106,26.859,0.136,0.217,0.98,,,,,,,,,42607,5284144,102.994,0.83,42595,0.83,0.0098,102.4,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-27,76926,497,429.714,1386,8,10,1499.381,9.687,8.376,27.015,0.156,0.195,0.96,,,,,,,,,46676,5330820,103.904,0.91,40976,0.799,0.0105,95.4,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-28,77395,469,447.571,1399,13,10.143,1508.522,9.141,8.724,27.268,0.253,0.198,0.95,,,,,,,,,51945,5382765,104.917,1.012,40890,0.797,0.0109,91.4,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-29,77850,455,451.143,1414,15,11,1517.391,8.868,8.793,27.561,0.292,0.214,0.92,,,,,,,,,43746,5426511,105.769,0.853,39631,0.772,0.0114,87.8,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-30,78205,355,445.857,1420,6,10.143,1524.31,6.919,8.69,27.678,0.117,0.198,0.88,,,,,,,,,44224,5470735,106.631,0.862,39665,0.773,0.0112,89,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-01-31,78508,303,426.714,1425,5,9.286,1530.216,5.906,8.317,27.775,0.097,0.181,0.87,,,,,,,,,20535,5491270,107.031,0.4,38955,0.759,0.011,91.3,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-918.8,-0.27,-8.03,-17.90852168
KOR,Asia,South Korea,2021-02-01,78844,336,424.143,1435,10,9.143,1536.765,6.549,8.267,27.97,0.195,0.178,0.9,,,,,,,,,21116,5512386,107.443,0.412,38693,0.754,0.011,91.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-02,79311,467,411.714,1441,6,9,1545.867,9.102,8.025,28.087,0.117,0.175,0.92,,,,,,,,,44762,5557148,108.316,0.872,39001,0.76,0.0106,94.7,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-03,79762,451,405.143,1448,7,8.857,1554.658,8.791,7.897,28.223,0.136,0.173,0.91,,,,,,,,,60717,5617865,109.499,1.183,41006,0.799,0.0099,101.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-04,80131,369,390.857,1459,11,8.571,1561.85,7.192,7.618,28.438,0.214,0.167,0.9,,,,,,,,,64692,5682557,110.76,1.261,42827,0.835,0.0091,109.6,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-05,80524,393,382,1464,5,7.143,1569.51,7.66,7.446,28.535,0.097,0.139,0.91,,,,,,,,,57164,5739721,111.874,1.114,44744,0.872,0.0085,117.1,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-06,80896,372,384.429,1471,7,7.286,1576.761,7.251,7.493,28.672,0.136,0.142,0.92,,,,,,,,,,,,,43838,0.854,0.0088,114,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-07,81185,289,382.429,1474,3,7,1582.394,5.633,7.454,28.73,0.058,0.136,0.92,,,,,,,,,,,,,46315,0.903,0.0083,121.1,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1190,-0.35,-4.28,-23.19453722
KOR,Asia,South Korea,2021-02-08,81487,302,377.571,1482,8,6.714,1588.28,5.886,7.359,28.886,0.156,0.131,0.94,,,,,,,,,,5853354,114.089,,48710,0.949,0.0078,129,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-09,81930,443,374.143,1486,4,6.429,1596.915,8.635,7.292,28.964,0.078,0.125,0.99,,,,,,,,,,,,,48746,0.95,0.0077,130.3,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-10,82434,504,381.714,1496,10,6.857,1606.738,9.824,7.44,29.159,0.195,0.134,1.03,,,,,,,,,,,,,46502,0.906,0.0082,121.8,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-11,82837,403,386.571,1507,11,6.857,1614.593,7.855,7.535,29.373,0.214,0.134,0.99,,,,,,,,,,5988394,116.721,,43691,0.852,0.0088,113,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-12,83199,362,382.143,1514,7,7.143,1621.649,7.056,7.448,29.51,0.136,0.139,0.97,,,,,,,,,24114,6012508,117.191,0.47,38970,0.76,0.0098,102,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-13,83525,326,375.571,1522,8,7.286,1628.003,6.354,7.32,29.666,0.156,0.142,1,,,,,,,,,,,,,37085,0.723,0.0101,98.7,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-14,83869,344,383.429,1527,5,7.571,1634.708,6.705,7.473,29.763,0.097,0.148,1.09,,,,,,,,,,6061886,118.153,,35201,0.686,0.0109,91.8,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1608.8,-0.46,-6.78,-31.35745503
KOR,Asia,South Korea,2021-02-15,84325,456,405.429,1534,7,7.429,1643.596,8.888,7.902,29.9,0.136,0.145,1.2,,,,,,,,,20828,6082714,118.559,0.406,32766,0.639,0.0124,80.8,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-16,84946,621,430.857,1538,4,7.429,1655.7,12.104,8.398,29.977,0.078,0.145,1.26,,,,,,,,,53879,6136593,119.61,1.05,34032,0.663,0.0127,79,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-17,85567,621,447.571,1544,6,6.857,1667.804,12.104,8.724,30.094,0.117,0.134,1.23,,,,,,,,,51564,6188157,120.615,1.005,34968,0.682,0.0128,78.1,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-18,86128,561,470.143,1550,6,6.143,1678.739,10.935,9.164,30.211,0.117,0.12,1.15,,,,,,,,,44337,6232494,121.479,0.864,34871,0.68,0.0135,74.2,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-19,86574,446,482.143,1553,3,5.571,1687.432,8.693,9.398,30.27,0.058,0.109,1.04,,,,,,,,,42382,6274876,122.305,0.826,37481,0.731,0.0129,77.7,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-20,86992,418,495.286,1557,4,5,1695.579,8.147,9.654,30.348,0.078,0.097,0.98,,,,,,,,,39618,6314494,123.077,0.772,39614,0.772,0.0125,80,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-21,87324,332,493.571,1562,5,5,1702.05,6.471,9.62,30.445,0.097,0.097,0.93,,,,,,,,,23490,6337984,123.535,0.458,39443,0.769,0.0125,79.9,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1730,-0.49,-1.96,-33.71978941
KOR,Asia,South Korea,2021-02-22,87681,357,479.429,1573,11,5.571,1709.009,6.958,9.345,30.66,0.214,0.109,0.91,,,,,,,,,18699,6356683,123.899,0.364,39138,0.763,0.0122,81.6,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-23,88120,439,453.429,1576,3,5.429,1717.565,8.557,8.838,30.718,0.058,0.106,0.89,,,,,,,,,41931,6398614,124.717,0.817,37432,0.73,0.0121,82.6,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-24,88516,396,421.286,1581,5,5.286,1725.284,7.719,8.211,30.816,0.097,0.103,0.88,,,,,,,,,37386,6436000,125.445,0.729,35406,0.69,0.0119,84,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-25,88922,406,399.143,1585,4,5,1733.197,7.913,7.78,30.894,0.078,0.097,0.9,,,,,,,,,46542,6482542,126.353,0.907,35721,0.696,0.0112,89.5,people tested,,,,,,,,,,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-26,89321,399,392.429,1595,10,6,1740.974,7.777,7.649,31.088,0.195,0.117,0.92,,,,,,,,,38582,6521124,127.105,0.752,35178,0.686,0.0112,89.6,people tested,37821,31128,6718,,,,0.07,0.06,0.01,,,,,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-27,89676,355,383.429,1603,8,6.571,1747.894,6.919,7.473,31.244,0.156,0.128,0.93,,,,,,,,,37102,6558226,127.828,0.723,34819,0.679,0.011,90.8,people tested,39542,32738,6831,,1721,1721,0.08,0.06,0.01,,34,1610,0.003,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-02-28,90031,355,386.714,1605,2,6.143,1754.813,6.919,7.538,31.283,0.039,0.12,0.97,,,,,,,,,17891,6576117,128.176,0.349,34019,0.663,0.0114,88,people tested,40544,33676,6895,,1002,1362,0.08,0.07,0.01,,27,1274,0.002,63.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-2059.4,-0.57,-5.29,-40.14019324
KOR,Asia,South Korea,2021-03-01,90372,341,384.429,1606,1,4.714,1761.459,6.647,7.493,31.303,0.019,0.092,0.97,,,,,,,,,15893,6592010,128.486,0.31,33618,0.655,0.0114,87.4,people tested,42422,35430,7022,,1878,1534,0.08,0.07,0.01,,30,1434,0.003,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-02,90816,444,385.143,1612,6,5.143,1770.114,8.654,7.507,31.42,0.117,0.1,0.97,,,,,,,,,16534,6608544,128.809,0.322,29990,0.585,0.0128,77.9,people tested,109275,102139,7168,,66853,17864,0.21,0.2,0.01,,348,17753,0.035,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-03,91240,424,389.143,1619,7,5.429,1778.378,8.264,7.585,31.556,0.136,0.106,0.97,,,,,,,,,41792,6650336,129.623,0.815,30619,0.597,0.0127,78.7,people tested,179147,171832,7351,,69872,28265,0.35,0.33,0.01,,551,28141,0.055,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-04,91638,398,388,1627,8,6,1786.135,7.758,7.563,31.712,0.156,0.117,0.98,,,,,,,,,41475,6691811,130.431,0.808,29896,0.583,0.013,77.1,people tested,250171,242490,7722,,71024,35392,0.49,0.47,0.02,,690,35227,0.069,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-05,92055,417,390.571,1632,5,5.286,1794.263,8.128,7.613,31.81,0.097,0.103,1.01,,,,,,,,,33493,6725304,131.084,0.653,29169,0.569,0.0134,74.7,people tested,321329,313401,7974,,71158,40501,0.63,0.61,0.02,,789,40325,0.079,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-06,92471,416,399.286,1634,2,4.429,1802.371,8.108,7.783,31.849,0.039,0.086,1.04,,,,,,,,,31468,6756772,131.698,0.613,28364,0.553,0.0141,71,people tested,339649,331653,8054,,18320,42872,0.66,0.65,0.02,,836,42702,0.083,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-07,92817,346,398,1642,8,5.286,1809.115,6.744,7.758,32.005,0.156,0.103,1.06,,,,,,,,,19958,6776730,132.087,0.389,28659,0.559,0.0139,72,people tested,341928,333891,8105,,2279,43055,0.67,0.65,0.02,,839,42888,0.084,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-2319.2,-0.63,-4.19,-45.20400901
KOR,Asia,South Korea,2021-03-08,93263,446,413,1645,3,5.571,1817.809,8.693,8.05,32.063,0.058,0.109,1.1,,,,,,,,,17685,6794415,132.431,0.345,28915,0.564,0.0143,70,people tested,409956,401783,8256,,68028,52505,0.8,0.78,0.02,,1023,52336,0.102,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-09,93733,470,416.714,1648,3,5.143,1826.969,9.161,8.122,32.122,0.058,0.1,1.07,,,,,,,,,,,,,31893,0.622,0.0131,76.5,people tested,474128,465726,8496,,64172,52122,0.92,0.91,0.02,,1016,51941,0.101,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2021-03-10,94198,465,422.571,1652,4,4.714,1836.033,9.063,8.236,32.199,0.078,0.092,1.06,,,,,,,,,,,,,31262,0.609,0.0135,74,people tested,528897,520349,8880,,54769,49964,1.03,1.01,0.02,,974,49788,0.097,58.33,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
